station,lat,long,gridReference,stationReference,northing,easting,river,Waterbody ID,Distance,River basin district,Management catchment,Operational catchment,water body,Water body type,Easting,Northing,Ngr
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50172,52.069062,-2.743677,None,MD-50172,241450,349120,None,GB109055037040,2784.5132429205646,Severn,Wye MC,Wye OC,Yazor Bk - source to conf R Wye,River,346785,242967,SO4678542967
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50182,52.145675,-2.790183,None,MD-50182,250005,346025,None,GB109055036750,1414.8484017731369,Severn,Wye MC,"Arrow, Lugg and Frome",Wellington Bk - source to conf R Lugg,River,347105,249091,SO4710549091
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50353,52.129912,-2.749321,None,MD-50353,248222,348803,None,GB109055036750,1907.449868279636,Severn,Wye MC,"Arrow, Lugg and Frome",Wellington Bk - source to conf R Lugg,River,347105,249091,SO4710549091
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51156,52.138647,-2.785748,None,MD-51156,249220,346320,None,GB109055036750,795.5287549799818,Severn,Wye MC,"Arrow, Lugg and Frome",Wellington Bk - source to conf R Lugg,River,347105,249091,SO4710549091
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50183,52.096912,-2.969388,None,MD-50183,244730,333690,None,GB109055037120,2586.7989871654117,Severn,Wye MC,Wye OC,Letton Lake Bk - source to conf R Wye,River,334738,247095,SO3473847095
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51029,52.095504,-2.97651,None,MD-51029,244580,333200,None,GB109055037120,2947.994063766072,Severn,Wye MC,Wye OC,Letton Lake Bk - source to conf R Wye,River,334738,247095,SO3473847095
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-H0000032,52.132391,-2.939185,None,MD-H0000032,248649,335810,None,GB109055037120,1887.882411592417,Severn,Wye MC,Wye OC,Letton Lake Bk - source to conf R Wye,River,334738,247095,SO3473847095
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50193,52.095533,-2.653948,None,MD-50193,244335,355297,None,GB109055036710,1365.8275879480543,Severn,Wye MC,"Arrow, Lugg and Frome",Withington Marsh Bk - source to conf R Little Lugg,River,356644,244109,SO5664444109
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50194,52.095896,-2.653326,None,MD-50194,244375,355340,None,GB109055036710,1330.8538612484842,Severn,Wye MC,"Arrow, Lugg and Frome",Withington Marsh Bk - source to conf R Little Lugg,River,356644,244109,SO5664444109
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51168,52.113035,-2.600275,None,MD-51168,246250,358990,None,GB109055036710,3176.0977629789672,Severn,Wye MC,"Arrow, Lugg and Frome",Withington Marsh Bk - source to conf R Little Lugg,River,356644,244109,SO5664444109
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50199,52.119943,-3.005233,None,MD-50199,247325,331270,None,GB109055037070,713.9502783807848,Severn,Wye MC,Wye OC,Willersley Bk - source to conf R Wye,River,330784,247848,SO3078447848
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51107,52.095121,-3.042191,None,MD-51107,244600,328700,None,GB109055037070,3859.0879751568245,Severn,Wye MC,Wye OC,Willersley Bk - source to conf R Wye,River,330784,247848,SO3078447848
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51158,52.131386,-3.007536,None,MD-51158,248600,331130,None,GB109055037070,827.7801640532346,Severn,Wye MC,Wye OC,Willersley Bk - source to conf R Wye,River,330784,247848,SO3078447848
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50227,51.881204,-2.601104,None,MD-50227,220465,358720,None,GB109055029700,1920.1416614406344,Severn,Wye MC,Wye OC,Walford Bk - source to conf R Wye,River,360460,221277,SO6046021277
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51216,51.858362,-2.556367,None,MD-51216,217900,361780,None,GB109055029700,3625.8142533781293,Severn,Wye MC,Wye OC,Walford Bk - source to conf R Wye,River,360460,221277,SO6046021277
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51232,51.842579,-2.547608,None,MD-51232,216140,362370,None,GB109055029700,5480.590205443205,Severn,Wye MC,Wye OC,Walford Bk - source to conf R Wye,River,360460,221277,SO6046021277
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-52313,51.894929,-2.524847,None,MD-52313,221951,363980,None,GB109055029700,3583.9469862150586,Severn,Wye MC,Wye OC,Walford Bk - source to conf R Wye,River,360460,221277,SO6046021277
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50450,52.118281,-2.983653,None,MD-50450,247120,332745,None,GB109055037100,1544.8252328337985,Severn,Wye MC,Wye OC,Kinnersley Bk - source to conf R Wye,River,332979,248647,SO3297948647
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50470,52.108889,-2.643193,None,MD-50470,245814,356047,None,GB109055036720,350.00857132361773,Severn,Wye MC,"Arrow, Lugg and Frome",Little Lugg - source to conf R Lugg,River,355702,245755,SO5570245755
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-H0000017,52.129624,-2.641052,None,MD-H0000017,248119,356214,None,GB109055036720,2418.8096245880947,Severn,Wye MC,"Arrow, Lugg and Frome",Little Lugg - source to conf R Lugg,River,355702,245755,SO5570245755
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50610,52.171366,-2.582388,None,MD-50610,252728,360267,None,GB109055036660,5085.513740026665,Severn,Wye MC,"Arrow, Lugg and Frome",Lodon - source to conf R Frome,River,362716,248271,SO6271648271
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50636,52.170696,-2.581473,None,MD-50636,252653,360329,None,GB109055036660,4989.959218270225,Severn,Wye MC,"Arrow, Lugg and Frome",Lodon - source to conf R Frome,River,362716,248271,SO6271648271
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51175,52.151215,-2.551242,None,MD-51175,250470,362380,None,GB109055036660,2224.521746353584,Severn,Wye MC,"Arrow, Lugg and Frome",Lodon - source to conf R Frome,River,362716,248271,SO6271648271
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-53678,52.152818,-2.554477,None,MD-53678,250650,362160,None,GB109055036660,2443.108061465968,Severn,Wye MC,"Arrow, Lugg and Frome",Lodon - source to conf R Frome,River,362716,248271,SO6271648271
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50657,52.081512,-3.122166,None,MD-50657,243168,323198,None,GB109055037010,2095.666481098555,Severn,Wye MC,Wye - Ithon to Hay,Hay Dulas Bk - source to conf R Wye,River,323921,241201,SO2392141201
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50752,51.954137,-2.980056,None,MD-50752,228860,332745,None,GB109055036820,2096.9167842334614,Severn,Wye MC,Monnow,Olchon Bk - source to conf R Monnow,River,330961,229962,SO3096129962
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51013,51.950674,-2.985583,None,MD-51013,228480,332360,None,GB109055036820,2038.0198723270585,Severn,Wye MC,Monnow,Olchon Bk - source to conf R Monnow,River,330961,229962,SO3096129962
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-H0000004,51.941311,-2.980591,None,MD-H0000004,227434,332689,None,GB109055036820,3062.1508780594077,Severn,Wye MC,Monnow,Olchon Bk - source to conf R Monnow,River,330961,229962,SO3096129962
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-H0000005,51.961956,-3.002888,None,MD-H0000005,229751,331188,None,GB109055036820,309.9193443462347,Severn,Wye MC,Monnow,Olchon Bk - source to conf R Monnow,River,330961,229962,SO3096129962
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-H0000006,51.961567,-2.986142,None,MD-H0000006,229692,332338,None,GB109055036820,1403.2209377001186,Severn,Wye MC,Monnow,Olchon Bk - source to conf R Monnow,River,330961,229962,SO3096129962
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50827,52.073023,-2.89195,None,MD-50827,242005,338962,None,GB109055037000,1477.81629440198,Severn,Wye MC,Wye OC,Preston Bk - source to conf R Wye,River,337672,241284,SO3767241284
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51167,52.074471,-2.942769,None,MD-51167,242210,335481,None,GB109055037000,2378.6460434457244,Severn,Wye MC,Wye OC,Preston Bk - source to conf R Wye,River,337672,241284,SO3767241284
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51171,52.075622,-2.899035,None,MD-51171,242300,338480,None,GB109055037000,1298.121720024744,Severn,Wye MC,Wye OC,Preston Bk - source to conf R Wye,River,337672,241284,SO3767241284
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50829,52.183116,-3.077055,None,MD-50829,254422,326457,None,GB109055036600,1154.6415028050915,Severn,Wye MC,"Arrow, Lugg and Frome",Gladestry Bk - source to conf R Arrow,River,325311,254563,SO2531154563
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50830,52.17573,-2.869465,None,MD-50830,253410,340640,None,GB109055036580,1022.8000782166572,Severn,Wye MC,"Arrow, Lugg and Frome",Stretford Bk - source to conf R Arrow,River,341622,253696,SO4162253696
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51157,52.189489,-2.84428,None,MD-51157,254920,342380,None,GB109055036580,1439.7013579211489,Severn,Wye MC,"Arrow, Lugg and Frome",Stretford Bk - source to conf R Arrow,River,341622,253696,SO4162253696
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51176,52.163706,-2.884508,None,MD-51176,252085,339595,None,GB109055036580,2589.218028671977,Severn,Wye MC,"Arrow, Lugg and Frome",Stretford Bk - source to conf R Arrow,River,341622,253696,SO4162253696
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50834,52.272655,-2.736411,None,MD-50834,264090,349848,None,GB109055042000,843.0480413357236,Severn,Wye MC,"Arrow, Lugg and Frome",Ridgemoor Bk - source to conf R Lugg,River,349551,264879,SO4955164879
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51165,52.26864,-2.745841,None,MD-51165,263650,349200,None,GB109055042000,1278.1400549235595,Severn,Wye MC,"Arrow, Lugg and Frome",Ridgemoor Bk - source to conf R Lugg,River,349551,264879,SO4955164879
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-50836,52.289579,-2.919195,None,MD-50836,266115,337400,None,GB109055042060,86.46964785403026,Severn,Wye MC,"Arrow, Lugg and Frome",Lime Bk - source to conf R Lugg,River,337409,266029,SO3740966029
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51019,52.036592,-2.951696,None,MD-51019,238005,334814,None,GB109055036870,1974.7265633499742,Severn,Wye MC,Monnow,Dore - source to conf R Monmow,River,333593,239557,SO3359339557
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51031,52.069432,-2.997825,None,MD-51031,241700,331700,None,GB109055036870,2859.352723956945,Severn,Wye MC,Monnow,Dore - source to conf R Monmow,River,333593,239557,SO3359339557
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51036,51.947136,-2.759408,None,MD-51036,227900,347900,None,GB109055036880,2769.8498154232116,Severn,Wye MC,Wye OC,Gamber Bk - source to conf Garren Bk,River,350138,226268,SO5013826268
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51275,51.937604,-2.686516,None,MD-51275,226790,352900,None,GB109055036880,2810.8945195435563,Severn,Wye MC,Wye OC,Gamber Bk - source to conf Garren Bk,River,350138,226268,SO5013826268
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51066,52.082105,-3.122225,None,MD-51066,243234,323195,None,GB109055037020,2089.319745754584,Severn,Wye MC,Wye - Ithon to Hay,Clyro Bk - source to conf R Wye,River,321214,243898,SO2121443898
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51159,52.222792,-2.528852,None,MD-51159,258420,363970,None,GB109055041850,1312.41342571615,Severn,Wye MC,"Arrow, Lugg and Frome",Frome - source to conf Tedstone Bk,River,362893,257670,SO6289357670
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-51166,52.19604,-2.963204,None,MD-51166,255750,334260,None,GB109055041820,1713.980746682996,Severn,Wye MC,"Arrow, Lugg and Frome",Curl Bk - source to conf R Arrow,River,335889,256283,SO3588956283
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-52304,52.229494,-2.620235,None,MD-52304,259215,357734,None,GB109055036771,3009.762282971863,Severn,Wye MC,"Arrow, Lugg and Frome",Humber Bk - source to conf R Lugg,River,355209,257577,SO5520957577
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90001700,49.891916,-0.609125,None,MD-90001700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90002700,49.891916,-0.609125,None,MD-90002700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90003700,49.891916,-0.609125,None,MD-90003700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90004700,49.891916,-0.609125,None,MD-90004700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90005600,49.891916,-0.609125,None,MD-90005600,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90005700,49.891916,-0.609125,None,MD-90005700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90007700,49.891916,-0.609125,None,MD-90007700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90008700,49.891916,-0.609125,None,MD-90008700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90009700,49.891916,-0.609125,None,MD-90009700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90017700,49.891916,-0.609125,None,MD-90017700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90018700,49.891916,-0.609125,None,MD-90018700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90020700,49.891916,-0.609125,None,MD-90020700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90021700,49.891916,-0.609125,None,MD-90021700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90021760,49.891916,-0.609125,None,MD-90021760,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-90022700,49.891916,-0.609125,None,MD-90022700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-WAS06700,49.891916,-0.609125,None,MD-WAS06700,2,500000,None,GB40701G502900,88564.34152072718,South East,South East GW,IOW Lower Greensand,IOW Lower Greensand,GroundWaterBody,457605,77760,SZ5760577760
http://environment.data.gov.uk/water-quality/id/sampling-point/MD-H0000016,51.813126,-2.634852,None,MD-H0000016,212913,356331,None,GB109055037111,3594.1537251486616,Severn,Wye MC,Wye OC,Wye - conf Walford Bk to Bigsweir Br,River,353860,215523,SO5386015523
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50010208,50.730007,-1.743374,None,SW-50010208,92297,418208,None,GB108043011020,972.154823060607,South West,Avon Hampshire,Hampshire Avon,Mude,River,418395,93251,SZ1839593251
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-52804344,50.732052,-1.729392,None,SW-52804344,92528,419194,None,GB108043011020,1077.5574230638476,South West,Avon Hampshire,Hampshire Avon,Mude,River,418395,93251,SZ1839593251
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-52804350,50.729256,-1.733644,None,SW-52804350,92216,418895,None,GB108043011020,1149.4455185001157,South West,Avon Hampshire,Hampshire Avon,Mude,River,418395,93251,SZ1839593251
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-C2710000,50.735641,-1.714435,None,SW-C2710000,92931,420248,None,GB108043011020,1880.4278768408003,South West,Avon Hampshire,Hampshire Avon,Mude,River,418395,93251,SZ1839593251
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50020113,50.71703,-1.87573,None,SW-50020113,90830,408869,None,GB108044009570,2371.9430853205563,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024445,50.719456,-1.844021,None,SW-50024445,91104,411107,None,GB108044009570,4351.5939608377985,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024483,50.715475,-1.875861,None,SW-50024483,90657,408860,None,GB108044009570,2462.545837136844,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024507,50.71306,-1.888742,None,SW-50024507,90387,407951,None,GB108044009570,2034.4544723340457,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024515,50.711123,-1.895404,None,SW-50024515,90171,407481,None,GB108044009570,2034.6530416756564,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024527,50.705902,-1.909945,None,SW-50024527,89589,406455,None,GB108044009570,2558.541967605769,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024545,50.70046,-1.920504,None,SW-50024545,88983,405710,None,GB108044009570,3339.430490368081,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50029999,50.718571,-1.888035,None,SW-50029999,91000,408000,None,GB108044009570,1583.238769105911,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50370369,50.775154,-1.910833,None,SW-50370369,97290,406383,None,GB108044009570,5200.231725606081,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50379999,50.763547,-1.902107,None,SW-50379999,96000,407000,None,GB108044009570,3889.041655729596,South West,Dorset,Dorset Stour,Bourne Stream,River,406874,92113,SZ0687492113
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024410,50.720712,-1.816861,None,SW-50024410,91248,413024,None,GB40802G805800,3524.9921985729275,South West,South West GW,Lower Dorset Stour and Lower Hampshire Avon,Lower Dorset Stour and Lower Hampshire Avon,GroundWaterBody,416203,92771,SZ1620392771
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50280209,50.741954,-1.767373,None,SW-50280209,93620,416510,None,GB40802G805800,902.8011962774528,South West,South West GW,Lower Dorset Stour and Lower Hampshire Avon,Lower Dorset Stour and Lower Hampshire Avon,GroundWaterBody,416203,92771,SZ1620392771
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50280271,50.743538,-1.782233,None,SW-50280271,93793,415461,None,GB40802G805800,1262.952097270518,South West,South West GW,Lower Dorset Stour and Lower Hampshire Avon,Lower Dorset Stour and Lower Hampshire Avon,GroundWaterBody,416203,92771,SZ1620392771
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50370169,50.741234,-1.806605,None,SW-50370169,93532,413742,None,GB40802G805800,2575.973990551923,South West,South West GW,Lower Dorset Stour and Lower Hampshire Avon,Lower Dorset Stour and Lower Hampshire Avon,GroundWaterBody,416203,92771,SZ1620392771
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50374425,50.718979,-1.79171,None,SW-50374425,91060,414800,None,GB40802G805800,2212.6748518478717,South West,South West GW,Lower Dorset Stour and Lower Hampshire Avon,Lower Dorset Stour and Lower Hampshire Avon,GroundWaterBody,416203,92771,SZ1620392771
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024558,50.694656,-1.929363,None,SW-50024558,88337,405085,None,GB40802G010000,3040.4095118914493,South West,South West GW,Brownsea Island,Brownsea Island,GroundWaterBody,402064,87994,SZ0206487994
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50024575,50.68869,-1.93737,None,SW-50024575,87673,404520,None,GB40802G010000,2476.888572382698,South West,South West GW,Brownsea Island,Brownsea Island,GroundWaterBody,402064,87994,SZ0206487994
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50900109,50.678598,-1.952612,None,SW-50900109,86550,403444,None,GB40802G010000,1997.3822868945244,South West,South West GW,Brownsea Island,Brownsea Island,GroundWaterBody,402064,87994,SZ0206487994
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50900149,50.679496,-1.978328,None,SW-50900149,86649,401627,None,GB40802G010000,1414.2114410511606,South West,South West GW,Brownsea Island,Brownsea Island,GroundWaterBody,402064,87994,SZ0206487994
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50904420,50.678444,-1.948791,None,SW-50904420,86533,403714,None,GB40802G010000,2203.865014015151,South West,South West GW,Brownsea Island,Brownsea Island,GroundWaterBody,402064,87994,SZ0206487994
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50950124,50.701578,-1.941431,None,SW-50950124,89106,404232,None,GB40802G010000,2436.5483783417885,South West,South West GW,Brownsea Island,Brownsea Island,GroundWaterBody,402064,87994,SZ0206487994
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50950125,50.7025,-1.951654,None,SW-50950125,89208,403510,None,GB40802G010000,1888.0444910012052,South West,South West GW,Brownsea Island,Brownsea Island,GroundWaterBody,402064,87994,SZ0206487994
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50950147,50.689393,-1.963842,None,SW-50950147,87750,402650,None,GB40802G010000,634.7692494127296,South West,South West GW,Brownsea Island,Brownsea Island,GroundWaterBody,402064,87994,SZ0206487994
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50030118,50.611408,-1.964523,None,SW-50030118,79078,402606,None,GB108044009920,1275.2258623475293,South West,Dorset,West Dorset Rivers,Swan (Swanage),River,401361,79354,SZ0136179354
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50030584,50.591461,-2.038366,None,SW-50030584,76860,397380,None,GB108044009920,4697.701246354433,South West,Dorset,West Dorset Rivers,Swan (Swanage),River,401361,79354,SZ0136179354
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50034485,50.613429,-1.957511,None,SW-50034485,79303,403102,None,GB108044009920,1741.746824311731,South West,Dorset,West Dorset Rivers,Swan (Swanage),River,401361,79354,SZ0136179354
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50034510,50.607375,-1.951185,None,SW-50034510,78630,403550,None,GB108044009920,2305.622909324072,South West,Dorset,West Dorset Rivers,Swan (Swanage),River,401361,79354,SZ0136179354
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50030817,50.618573,-2.249907,None,SW-50030817,79904,382416,None,GB108044009650,6420.697547774696,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50034611,50.618925,-2.24933,None,SW-50034611,79943,382457,None,GB108044009650,6390.4826891245075,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50034638,50.621999,-2.274141,None,SW-50034638,80291,380703,None,GB108044009650,5933.3664137654605,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50034643,50.621938,-2.277109,None,SW-50034643,80285,380493,None,GB108044009650,5959.959815300771,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50570145,50.706486,-2.274124,None,SW-50570145,89686,380739,None,GB108044009650,3509.075376790872,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50580114,50.681042,-2.293777,None,SW-50580114,86862,379340,None,GB108044009650,1955.661780574545,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50590188,50.683909,-2.221336,None,SW-50590188,87163,384459,None,GB108044009650,3414.1606581999035,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50590203,50.684986,-2.22723,None,SW-50590203,87284,384043,None,GB108044009650,3057.705348786897,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50590229,50.685707,-2.252755,None,SW-50590229,87370,382240,None,GB108044009650,1573.7182085748389,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50590907,50.6816,-2.243236,None,SW-50590907,86911,382911,None,GB108044009650,1867.585874866267,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50590954,50.683443,-2.259962,None,SW-50590954,87120,381730,None,GB108044009650,1066.5500457081234,South West,Dorset,Poole Harbour Rivers,Frome Dorset Trib (River Win),River,381182,86205,SY8118286205
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50031011,50.637632,-2.372978,None,SW-50031011,82060,373720,None,GB680805070000,5209.077173550033,South West,South West TraC,West Dorset Rivers TraC,Weymouth Bay,CoastalWater,369233,79414,SY6923379414
http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50034659,50.631045,-2.35135,None,SW-50034659,81320,375246,None,GB680805070000,6307.852645710741,South West,South West TraC,West Dorset Rivers TraC,Weymouth Bay,CoastalWater,369233,79414,SY6923379414
